/home/double/auto_encoder-object-detection/images/0.jpg,122,122,232,232
/home/double/auto_encoder-object-detection/images/1.jpg,180,159,242,221
/home/double/auto_encoder-object-detection/images/2.jpg,107,29,221,143
/home/double/auto_encoder-object-detection/images/3.jpg,2,88,76,162
/home/double/auto_encoder-object-detection/images/4.jpg,16,20,200,204
/home/double/auto_encoder-object-detection/images/5.jpg,29,5,235,211
/home/double/auto_encoder-object-detection/images/6.jpg,25,70,83,128
/home/double/auto_encoder-object-detection/images/7.jpg,6,89,64,147
/home/double/auto_encoder-object-detection/images/8.jpg,58,1,120,63
/home/double/auto_encoder-object-detection/images/9.jpg,162,147,252,237
/home/double/auto_encoder-object-detection/images/10.jpg,184,98,238,152
/home/double/auto_encoder-object-detection/images/11.jpg,153,74,227,148
/home/double/auto_encoder-object-detection/images/12.jpg,84,171,168,255
/home/double/auto_encoder-object-detection/images/13.jpg,61,165,127,231
/home/double/auto_encoder-object-detection/images/14.jpg,144,121,216,193
/home/double/auto_encoder-object-detection/images/15.jpg,188,50,254,116
/home/double/auto_encoder-object-detection/images/16.jpg,153,70,205,122
/home/double/auto_encoder-object-detection/images/17.jpg,65,174,119,228
/home/double/auto_encoder-object-detection/images/18.jpg,190,44,242,96
/home/double/auto_encoder-object-detection/images/19.jpg,21,32,71,82
/home/double/auto_encoder-object-detection/images/20.jpg,51,102,161,212
/home/double/auto_encoder-object-detection/images/21.jpg,36,38,134,136
/home/double/auto_encoder-object-detection/images/22.jpg,46,1,114,69
/home/double/auto_encoder-object-detection/images/23.jpg,10,46,68,104
/home/double/auto_encoder-object-detection/images/24.jpg,174,165,236,227
/home/double/auto_encoder-object-detection/images/25.jpg,75,193,125,243
/home/double/auto_encoder-object-detection/images/26.jpg,150,24,252,126
/home/double/auto_encoder-object-detection/images/27.jpg,3,60,173,230
/home/double/auto_encoder-object-detection/images/28.jpg,24,92,88,156
/home/double/auto_encoder-object-detection/images/29.jpg,28,153,100,225
/home/double/auto_encoder-object-detection/images/30.jpg,34,28,252,246
/home/double/auto_encoder-object-detection/images/31.jpg,154,113,230,189
/home/double/auto_encoder-object-detection/images/32.jpg,107,11,193,97
/home/double/auto_encoder-object-detection/images/33.jpg,5,59,77,131
/home/double/auto_encoder-object-detection/images/34.jpg,129,75,241,187
/home/double/auto_encoder-object-detection/images/35.jpg,81,195,131,245
/home/double/auto_encoder-object-detection/images/36.jpg,69,42,245,218
/home/double/auto_encoder-object-detection/images/37.jpg,174,82,250,158
/home/double/auto_encoder-object-detection/images/38.jpg,146,3,204,61
/home/double/auto_encoder-object-detection/images/39.jpg,24,58,98,132
/home/double/auto_encoder-object-detection/images/40.jpg,56,54,116,114
/home/double/auto_encoder-object-detection/images/41.jpg,18,37,106,125
/home/double/auto_encoder-object-detection/images/42.jpg,159,137,233,211
/home/double/auto_encoder-object-detection/images/43.jpg,10,8,70,68
/home/double/auto_encoder-object-detection/images/44.jpg,188,178,248,238
/home/double/auto_encoder-object-detection/images/45.jpg,165,111,251,197
/home/double/auto_encoder-object-detection/images/46.jpg,72,131,142,201
/home/double/auto_encoder-object-detection/images/47.jpg,116,151,216,251
/home/double/auto_encoder-object-detection/images/48.jpg,135,0,215,80
/home/double/auto_encoder-object-detection/images/49.jpg,170,76,230,136
/home/double/auto_encoder-object-detection/images/50.jpg,110,199,160,249
/home/double/auto_encoder-object-detection/images/51.jpg,193,49,249,105
/home/double/auto_encoder-object-detection/images/52.jpg,177,111,241,175
/home/double/auto_encoder-object-detection/images/53.jpg,163,61,217,115
/home/double/auto_encoder-object-detection/images/54.jpg,190,54,252,116
/home/double/auto_encoder-object-detection/images/55.jpg,180,192,238,250
/home/double/auto_encoder-object-detection/images/56.jpg,151,189,209,247
/home/double/auto_encoder-object-detection/images/57.jpg,3,9,71,77
/home/double/auto_encoder-object-detection/images/58.jpg,20,52,148,180
/home/double/auto_encoder-object-detection/images/59.jpg,19,11,125,117
/home/double/auto_encoder-object-detection/images/60.jpg,67,181,125,239
/home/double/auto_encoder-object-detection/images/61.jpg,173,119,241,187
/home/double/auto_encoder-object-detection/images/62.jpg,186,190,242,246
/home/double/auto_encoder-object-detection/images/63.jpg,34,8,118,92
/home/double/auto_encoder-object-detection/images/64.jpg,92,62,186,156
/home/double/auto_encoder-object-detection/images/65.jpg,68,114,162,208
/home/double/auto_encoder-object-detection/images/66.jpg,0,74,98,172
/home/double/auto_encoder-object-detection/images/67.jpg,31,14,83,66
/home/double/auto_encoder-object-detection/images/68.jpg,96,113,232,249
/home/double/auto_encoder-object-detection/images/69.jpg,120,83,232,195
/home/double/auto_encoder-object-detection/images/70.jpg,158,139,254,235
/home/double/auto_encoder-object-detection/images/71.jpg,161,155,245,239
/home/double/auto_encoder-object-detection/images/72.jpg,15,61,145,191
/home/double/auto_encoder-object-detection/images/73.jpg,171,190,227,246
/home/double/auto_encoder-object-detection/images/74.jpg,112,191,166,245
/home/double/auto_encoder-object-detection/images/75.jpg,160,166,222,228
/home/double/auto_encoder-object-detection/images/76.jpg,65,126,185,246
/home/double/auto_encoder-object-detection/images/77.jpg,113,54,167,108
/home/double/auto_encoder-object-detection/images/78.jpg,138,95,214,171
/home/double/auto_encoder-object-detection/images/79.jpg,38,138,104,204
/home/double/auto_encoder-object-detection/images/80.jpg,135,113,225,203
/home/double/auto_encoder-object-detection/images/81.jpg,39,175,115,251
/home/double/auto_encoder-object-detection/images/82.jpg,6,73,118,185
/home/double/auto_encoder-object-detection/images/83.jpg,100,18,206,124
/home/double/auto_encoder-object-detection/images/84.jpg,113,139,209,235
/home/double/auto_encoder-object-detection/images/85.jpg,132,7,196,71
/home/double/auto_encoder-object-detection/images/86.jpg,14,39,144,169
/home/double/auto_encoder-object-detection/images/87.jpg,5,96,91,182
/home/double/auto_encoder-object-detection/images/88.jpg,165,89,241,165
/home/double/auto_encoder-object-detection/images/89.jpg,6,40,108,142
/home/double/auto_encoder-object-detection/images/90.jpg,161,166,247,252
/home/double/auto_encoder-object-detection/images/91.jpg,35,139,145,249
/home/double/auto_encoder-object-detection/images/92.jpg,58,136,166,244
/home/double/auto_encoder-object-detection/images/93.jpg,55,156,141,242
/home/double/auto_encoder-object-detection/images/94.jpg,114,192,170,248
/home/double/auto_encoder-object-detection/images/95.jpg,104,29,154,79
/home/double/auto_encoder-object-detection/images/96.jpg,32,16,94,78
/home/double/auto_encoder-object-detection/images/97.jpg,64,35,128,99
/home/double/auto_encoder-object-detection/images/98.jpg,108,181,180,253
/home/double/auto_encoder-object-detection/images/99.jpg,161,103,249,191
/home/double/auto_encoder-object-detection/images/100.jpg,22,26,146,150
/home/double/auto_encoder-object-detection/images/101.jpg,121,68,215,162
/home/double/auto_encoder-object-detection/images/102.jpg,181,54,253,126
/home/double/auto_encoder-object-detection/images/103.jpg,88,153,148,213
/home/double/auto_encoder-object-detection/images/104.jpg,118,8,194,84
/home/double/auto_encoder-object-detection/images/105.jpg,137,0,203,66
/home/double/auto_encoder-object-detection/images/106.jpg,119,72,243,196
/home/double/auto_encoder-object-detection/images/107.jpg,4,14,148,158
/home/double/auto_encoder-object-detection/images/108.jpg,15,33,201,219
/home/double/auto_encoder-object-detection/images/109.jpg,68,6,234,172
/home/double/auto_encoder-object-detection/images/110.jpg,63,176,127,240
/home/double/auto_encoder-object-detection/images/111.jpg,25,96,133,204
/home/double/auto_encoder-object-detection/images/112.jpg,134,68,214,148
/home/double/auto_encoder-object-detection/images/113.jpg,54,194,108,248
/home/double/auto_encoder-object-detection/images/114.jpg,104,27,244,167
/home/double/auto_encoder-object-detection/images/115.jpg,22,131,144,253
/home/double/auto_encoder-object-detection/images/116.jpg,28,0,106,78
/home/double/auto_encoder-object-detection/images/117.jpg,124,83,224,183
/home/double/auto_encoder-object-detection/images/118.jpg,33,189,97,253
/home/double/auto_encoder-object-detection/images/119.jpg,163,62,253,152
/home/double/auto_encoder-object-detection/images/120.jpg,164,166,236,238
/home/double/auto_encoder-object-detection/images/121.jpg,68,51,130,113
/home/double/auto_encoder-object-detection/images/122.jpg,135,182,193,240
/home/double/auto_encoder-object-detection/images/123.jpg,109,6,171,68
/home/double/auto_encoder-object-detection/images/124.jpg,1,88,103,190
/home/double/auto_encoder-object-detection/images/125.jpg,162,191,218,247
/home/double/auto_encoder-object-detection/images/126.jpg,15,78,83,146
/home/double/auto_encoder-object-detection/images/127.jpg,166,192,228,254
/home/double/auto_encoder-object-detection/images/128.jpg,168,118,250,200
/home/double/auto_encoder-object-detection/images/129.jpg,58,11,172,125
/home/double/auto_encoder-object-detection/images/130.jpg,183,152,249,218
/home/double/auto_encoder-object-detection/images/131.jpg,28,25,84,81
/home/double/auto_encoder-object-detection/images/132.jpg,180,189,246,255
/home/double/auto_encoder-object-detection/images/133.jpg,122,182,174,234
/home/double/auto_encoder-object-detection/images/134.jpg,7,50,103,146
/home/double/auto_encoder-object-detection/images/135.jpg,112,32,172,92
/home/double/auto_encoder-object-detection/images/136.jpg,14,26,74,86
